orig_path,label,index,ImagePath
Kvasir v2/dyed-resection-margins/dyed-resection-margins/3753d0f8-ce9c-402f-9c94-e53333cd7a58.jpg,dyed-resection-margins,5,02675.jpg
Kvasir v2/normal-cecum/normal-cecum/890caec6-3831-481e-a90a-cfb023e46860.jpg,normal-cecum,1,02676.jpg
Kvasir v2/esophagitis/esophagitis/3b3612af-1629-40e3-9861-58b949617a50.jpg,esophagitis,7,02677.jpg
Kvasir v2/normal-cecum/normal-cecum/02dcedf1-c0bd-4ef4-b072-ea8f11da6a1d.jpg,normal-cecum,1,02678.jpg
Kvasir v2/dyed-lifted-polyps/dyed-lifted-polyps/a4e68839-3c02-4594-a19b-afbb40f8a14d.jpg,dyed-lifted-polyps,3,02679.jpg
Kvasir v2/dyed-lifted-polyps/dyed-lifted-polyps/bef00765-6c6c-47f3-8bf2-367f0ca67a8c.jpg,dyed-lifted-polyps,3,02680.jpg
Kvasir v2/normal-pylorus/normal-pylorus/c9e35a9e-d63d-46e1-843b-693a0031b5ed.jpg,normal-pylorus,6,02681.jpg
Kvasir v2/esophagitis/esophagitis/7512169f-59b7-4931-9cab-4338c5d9ac1b.jpg,esophagitis,7,02682.jpg
Kvasir v2/normal-pylorus/normal-pylorus/b56bd5c5-fbcf-49b6-ac9b-1bd2ab65a2cd.jpg,normal-pylorus,6,02683.jpg
Kvasir v2/dyed-resection-margins/dyed-resection-margins/d29a0b73-71f4-45b8-a7b4-c0fbd1e35992.jpg,dyed-resection-margins,5,02684.jpg
Kvasir v2/normal-cecum/normal-cecum/51350013-5a58-4976-8e28-0872c9b92a3f.jpg,normal-cecum,1,02685.jpg
Kvasir v2/normal-pylorus/normal-pylorus/cf52bd78-48b2-4312-a5af-eda230aa6aa8.jpg,normal-pylorus,6,02686.jpg
Kvasir v2/dyed-lifted-polyps/dyed-lifted-polyps/4145f8a7-d4a5-4416-ba7f-ee692d0f764e.jpg,dyed-lifted-polyps,3,02687.jpg
Kvasir v2/ulcerative-colitis/ulcerative-colitis/7976532e-659f-47fb-89a5-4eb4ea7ccd77.jpg,ulcerative-colitis,4,02688.jpg
Kvasir v2/normal-pylorus/normal-pylorus/d6ea9227-ba72-4ddf-85ee-8814989dcca2.jpg,normal-pylorus,6,02689.jpg
Kvasir v2/esophagitis/esophagitis/1d1d7be4-3fa6-4529-bd4f-d75d974444ba.jpg,esophagitis,7,02690.jpg
Kvasir v2/normal/normal/dc9b693e-e9f6-45a0-a593-3c1482f45f70.jpg,normal,8,02691.jpg
Kvasir v2/esophagitis/esophagitis/0f4fce35-f6c4-424e-8a2d-fa6884488def.jpg,esophagitis,7,02692.jpg
Kvasir v2/dyed-resection-margins/dyed-resection-margins/dab1d5c7-bbfb-491b-96e5-9ea900b884ce.jpg,dyed-resection-margins,5,02693.jpg
Kvasir v2/normal/normal/c2534489-e603-45eb-bb0b-6251145eb1df.jpg,normal,8,02694.jpg
Kvasir v2/esophagitis/esophagitis/9873eca7-0ace-4a97-a7aa-adabcd155ee0.jpg,esophagitis,7,02695.jpg
Kvasir v2/ulcerative-colitis/ulcerative-colitis/c7e11a23-a8b0-4d29-a178-c92e862f39f1.jpg,ulcerative-colitis,4,02696.jpg
Kvasir v2/normal-cecum/normal-cecum/4a274621-8973-477c-926a-f04736f07d0a.jpg,normal-cecum,1,02697.jpg
Kvasir v2/polyps/polyps/3d848a39-7b1b-4097-a564-e0e44fe434eb.jpg,polyps,2,02698.jpg
Kvasir v2/normal/normal/bcdd43e3-1ead-4ce9-8b32-f4b55a3818b5.jpg,normal,8,02699.jpg
Kvasir v2/esophagitis/esophagitis/232ab0d2-a927-4837-a35c-8639159ca4a2.jpg,esophagitis,7,02700.jpg
Kvasir v2/dyed-lifted-polyps/dyed-lifted-polyps/1fa80865-aea5-44c5-b8f8-62ab07f102c3.jpg,dyed-lifted-polyps,3,02701.jpg
Kvasir v2/normal/normal/e34beb74-7112-4bdd-90ec-b9c767cc42ca.jpg,normal,8,02702.jpg
Kvasir v2/normal-cecum/normal-cecum/3ed83478-0f49-400e-9e75-080aefd04205.jpg,normal-cecum,1,02703.jpg
Kvasir v2/normal-cecum/normal-cecum/9f87c0b2-c0f9-4488-946c-fb38fc3e96b1.jpg,normal-cecum,1,02704.jpg
Kvasir v2/normal-pylorus/normal-pylorus/b911e33a-eb3e-461c-b50e-175ea44f7c24.jpg,normal-pylorus,6,02705.jpg
Kvasir v2/dyed-resection-margins/dyed-resection-margins/6201762a-ea2c-4251-95d6-75d0e96f9183.jpg,dyed-resection-margins,5,02706.jpg
Kvasir v2/dyed-lifted-polyps/dyed-lifted-polyps/78f647d9-7eb7-4491-acad-261991a63d07.jpg,dyed-lifted-polyps,3,02707.jpg
Kvasir v2/normal/normal/d08203a8-8b74-4477-92b7-9724a0332f46.jpg,normal,8,02708.jpg
Kvasir v2/esophagitis/esophagitis/c71b7cde-8e34-4172-886b-f5531074bfbd.jpg,esophagitis,7,02709.jpg
Kvasir v2/dyed-resection-margins/dyed-resection-margins/ecf85859-e489-40f9-baee-654d4841cd43.jpg,dyed-resection-margins,5,02710.jpg
Kvasir v2/normal/normal/b2278cca-d076-4d53-833b-7e9ea13f4b8b.jpg,normal,8,02711.jpg
Kvasir v2/dyed-lifted-polyps/dyed-lifted-polyps/215510ba-4d05-4a3d-ba4a-c444a949d3a3.jpg,dyed-lifted-polyps,3,02712.jpg
Kvasir v2/polyps/polyps/2b376137-9210-4b60-ab1d-f0cfabef0dbc.jpg,polyps,2,02713.jpg
Kvasir v2/dyed-lifted-polyps/dyed-lifted-polyps/e20245ae-6287-4847-9912-65f3047ddbd9.jpg,dyed-lifted-polyps,3,02714.jpg
Kvasir v2/dyed-lifted-polyps/dyed-lifted-polyps/e652ff3d-ca91-4c7a-834d-9709cb3fb653.jpg,dyed-lifted-polyps,3,02715.jpg
Kvasir v2/esophagitis/esophagitis/e2b11290-9df3-49f4-8dd4-0f3d5872e350.jpg,esophagitis,7,02716.jpg
Kvasir v2/normal-pylorus/normal-pylorus/c37533bc-5544-4467-9fe8-d89da856b7f9.jpg,normal-pylorus,6,02717.jpg
Kvasir v2/normal-cecum/normal-cecum/c35e5375-1887-4c21-ada7-77c465ba5ea7.jpg,normal-cecum,1,02718.jpg
Kvasir v2/dyed-lifted-polyps/dyed-lifted-polyps/0da9c916-f978-4cc6-b1a2-e424c980bf17.jpg,dyed-lifted-polyps,3,02719.jpg
Kvasir v2/ulcerative-colitis/ulcerative-colitis/a9bed1c9-0601-4ab6-bf06-1dc2cdd4bed9.jpg,ulcerative-colitis,4,02720.jpg
Kvasir v2/polyps/polyps/e2f0403f-37d9-4b31-8e86-01831520cceb.jpg,polyps,2,02721.jpg
Kvasir v2/ulcerative-colitis/ulcerative-colitis/d64f87e0-2ae3-4318-be02-206a8f114866.jpg,ulcerative-colitis,4,02722.jpg
Kvasir v2/normal-pylorus/normal-pylorus/f8da31f9-774a-4e6e-a56f-300d09e4eca4.jpg,normal-pylorus,6,02723.jpg
Kvasir v2/polyps/polyps/208841c5-7793-4469-9f67-53f0c6165704.jpg,polyps,2,02724.jpg
Kvasir v2/normal-cecum/normal-cecum/e5d2f6bd-c110-4165-9a87-23c6f6433ba2.jpg,normal-cecum,1,02725.jpg
Kvasir v2/esophagitis/esophagitis/e0509930-a7ac-45bb-bd58-beb91df0257e.jpg,esophagitis,7,02726.jpg
Kvasir v2/ulcerative-colitis/ulcerative-colitis/584f1fa0-9bb9-49d3-b412-c42819d0a200_00002458.jpg,ulcerative-colitis,4,02727.jpg
Kvasir v2/ulcerative-colitis/ulcerative-colitis/06c664d5-4690-439a-a1c3-d1541a8a3d43.jpg,ulcerative-colitis,4,02728.jpg
Kvasir v2/esophagitis/esophagitis/cbd30bcd-e2ec-478f-af22-ef68468277ee.jpg,esophagitis,7,02729.jpg
Kvasir v2/ulcerative-colitis/ulcerative-colitis/694ebac8-8ce4-4e4e-8693-e80c1125a3c2.jpg,ulcerative-colitis,4,02730.jpg
Kvasir v2/ulcerative-colitis/ulcerative-colitis/d5ff2b83-ed55-4539-bfaf-1ea9c791e484.jpg,ulcerative-colitis,4,02731.jpg
Kvasir v2/ulcerative-colitis/ulcerative-colitis/9625b393-0496-41bc-a829-8d7d7edd3d37.jpg,ulcerative-colitis,4,02732.jpg
Kvasir v2/dyed-lifted-polyps/dyed-lifted-polyps/e79b8bda-a6df-42a0-8e72-ede05e1e8263.jpg,dyed-lifted-polyps,3,02733.jpg
Kvasir v2/dyed-lifted-polyps/dyed-lifted-polyps/b67b3a9e-9b31-4f20-818b-82fd1886e0af.jpg,dyed-lifted-polyps,3,02734.jpg
Kvasir v2/normal-pylorus/normal-pylorus/5bc2c176-f571-499e-a02d-97040f732526.jpg,normal-pylorus,6,02735.jpg
Kvasir v2/dyed-lifted-polyps/dyed-lifted-polyps/71471ed0-0e15-42a2-ae16-336f597265af.jpg,dyed-lifted-polyps,3,02736.jpg
Kvasir v2/normal/normal/1718e476-85c4-426b-8b5e-d283b7234a19.jpg,normal,8,02737.jpg
Kvasir v2/ulcerative-colitis/ulcerative-colitis/8c842c19-6cd1-4ea9-b6d3-89ba075d4e03.jpg,ulcerative-colitis,4,02738.jpg
Kvasir v2/esophagitis/esophagitis/76fadd5f-babe-408a-9c5b-c8e285b32e6e.jpg,esophagitis,7,02739.jpg
Kvasir v2/normal/normal/2e2447d1-29d0-4988-b9ca-16d4757e52f4.jpg,normal,8,02740.jpg
Kvasir v2/normal-cecum/normal-cecum/dad8d0f3-765f-4cc7-acc8-1af6f32d8b57.jpg,normal-cecum,1,02741.jpg
Kvasir v2/ulcerative-colitis/ulcerative-colitis/96be88d9-3cd1-494d-9038-3e27a0262662.jpg,ulcerative-colitis,4,02742.jpg
Kvasir v2/ulcerative-colitis/ulcerative-colitis/fc79c489-b358-4368-b965-330615af73d4_00000298.jpg,ulcerative-colitis,4,02743.jpg
Kvasir v2/polyps/polyps/65ca056c-3fdc-4f80-949c-43560c21054a.jpg,polyps,2,02744.jpg
Kvasir v2/normal-pylorus/normal-pylorus/ec1ab65c-a668-431f-9327-3eaa5d0775da.jpg,normal-pylorus,6,02745.jpg
Kvasir v2/ulcerative-colitis/ulcerative-colitis/9b5fc520-2b1d-4090-bdd5-1654e5c7bf31.jpg,ulcerative-colitis,4,02746.jpg
Kvasir v2/normal/normal/ce6040e8-ba28-49d0-8ec4-794fae5b898e.jpg,normal,8,02747.jpg
Kvasir v2/dyed-lifted-polyps/dyed-lifted-polyps/d67308a1-14b7-47be-a070-359caaffe0ce.jpg,dyed-lifted-polyps,3,02748.jpg
Kvasir v2/esophagitis/esophagitis/2a14880c-cb9a-4efe-a326-4d9365691ed9.jpg,esophagitis,7,02749.jpg
Kvasir v2/normal-pylorus/normal-pylorus/7c812f49-316b-4820-9477-a1cba4084267.jpg,normal-pylorus,6,02750.jpg
Kvasir v2/polyps/polyps/ef996000-bed4-47f7-8462-68340243ae17.jpg,polyps,2,02751.jpg
Kvasir v2/dyed-lifted-polyps/dyed-lifted-polyps/5a8e352e-f599-4612-abbb-d7bb62806e2c.jpg,dyed-lifted-polyps,3,02752.jpg
Kvasir v2/normal-cecum/normal-cecum/3a8cc8a8-2ca6-45dd-97aa-375c72a1e190.jpg,normal-cecum,1,02753.jpg
Kvasir v2/dyed-lifted-polyps/dyed-lifted-polyps/47fefa1d-19a3-480c-92fd-2fb24d972e49.jpg,dyed-lifted-polyps,3,02754.jpg
Kvasir v2/esophagitis/esophagitis/0ef02163-5a95-46d2-a270-3dcf021109e8.jpg,esophagitis,7,02755.jpg
Kvasir v2/esophagitis/esophagitis/4f7fecf7-afb7-4cda-a0fc-d691f29e78c7.jpg,esophagitis,7,02756.jpg
Kvasir v2/normal/normal/a018df13-3c0e-4ee3-bc4d-5688b29d71fd.jpg,normal,8,02757.jpg
Kvasir v2/dyed-lifted-polyps/dyed-lifted-polyps/9934fe50-8548-4a9b-ab65-f2326c2ca5cc.jpg,dyed-lifted-polyps,3,02758.jpg
Kvasir v2/ulcerative-colitis/ulcerative-colitis/5c587c0a-426b-4c77-8dff-810046b52f6b.jpg,ulcerative-colitis,4,02759.jpg
Kvasir v2/normal-cecum/normal-cecum/daccebe8-465f-4c94-ba86-79ea44801164.jpg,normal-cecum,1,02760.jpg
Kvasir v2/normal-pylorus/normal-pylorus/8a1bc319-0eb3-46d6-84d4-ef9eb5259b28.jpg,normal-pylorus,6,02761.jpg
Kvasir v2/dyed-resection-margins/dyed-resection-margins/3612fd14-ecdf-46aa-94ac-6222a3f2bd02.jpg,dyed-resection-margins,5,02762.jpg
Kvasir v2/esophagitis/esophagitis/c873acd1-dcbb-491a-a2f9-d54cac60bae9.jpg,esophagitis,7,02763.jpg
Kvasir v2/esophagitis/esophagitis/b0768234-5fd3-42a5-ad88-940fc8159ca2.jpg,esophagitis,7,02764.jpg
Kvasir v2/esophagitis/esophagitis/7032e59f-930c-4833-8262-8d0daa3e0e16.jpg,esophagitis,7,02765.jpg
Kvasir v2/normal-cecum/normal-cecum/8d1d1ca9-1f98-44e1-9e46-86091417250a.jpg,normal-cecum,1,02766.jpg
Kvasir v2/polyps/polyps/c1b4c44d-b2ec-4887-b550-3358da651d0b.jpg,polyps,2,02767.jpg
Kvasir v2/normal/normal/e11befcf-53c4-46b1-a359-856660d1df46.jpg,normal,8,02768.jpg
Kvasir v2/dyed-resection-margins/dyed-resection-margins/586af659-b2b0-40a1-9219-36f1f9918bc9.jpg,dyed-resection-margins,5,02769.jpg
Kvasir v2/esophagitis/esophagitis/cd5ed90f-f0b7-404e-95ca-b467f8b6acb0.jpg,esophagitis,7,02770.jpg
Kvasir v2/dyed-lifted-polyps/dyed-lifted-polyps/97695637-4d47-4c22-a460-ac49e0e2ce0e.jpg,dyed-lifted-polyps,3,02771.jpg
Kvasir v2/dyed-resection-margins/dyed-resection-margins/3f338dcc-eaca-43f1-bb81-8b21ad73b816.jpg,dyed-resection-margins,5,02772.jpg
Kvasir v2/normal/normal/65fb8539-f1c1-4088-9811-c9b4238079f1.jpg,normal,8,02773.jpg
Kvasir v2/normal-pylorus/normal-pylorus/91722de1-5106-4f55-9af1-f5cd16245d10.jpg,normal-pylorus,6,02774.jpg
Kvasir v2/normal-pylorus/normal-pylorus/5a537d30-6c2a-4d1a-a141-16807a13feb2.jpg,normal-pylorus,6,02775.jpg
Kvasir v2/normal-cecum/normal-cecum/dfdaae18-e698-4a02-a724-da0791dd8ae9.jpg,normal-cecum,1,02776.jpg
Kvasir v2/polyps/polyps/1f2444dd-94b9-4d67-8ac4-f00cc2fd66da.jpg,polyps,2,02777.jpg
Kvasir v2/dyed-lifted-polyps/dyed-lifted-polyps/7efed3ac-abef-453f-a526-5c5b9c19151d.jpg,dyed-lifted-polyps,3,02778.jpg
Kvasir v2/normal-cecum/normal-cecum/5bf0393a-daf5-4803-85c7-abb1f7640894.jpg,normal-cecum,1,02779.jpg
Kvasir v2/normal-cecum/normal-cecum/ecf469b1-7518-40ff-9c66-8faf2b8f464b.jpg,normal-cecum,1,02780.jpg
Kvasir v2/ulcerative-colitis/ulcerative-colitis/025570b9-0a33-4295-88b3-9f71de7ba2b8.jpg,ulcerative-colitis,4,02781.jpg
Kvasir v2/normal/normal/3e60ef1f-c68e-4399-933d-caf99ba73c8d.jpg,normal,8,02782.jpg
Kvasir v2/normal/normal/20083906-5477-48af-8541-683123899ad2.jpg,normal,8,02783.jpg
Kvasir v2/normal-pylorus/normal-pylorus/c777b21e-9dc0-4179-a849-455044cb0d2c.jpg,normal-pylorus,6,02784.jpg
Kvasir v2/polyps/polyps/c222d437-fc3c-477b-bc2a-0ac6397a58da.jpg,polyps,2,02785.jpg
Kvasir v2/ulcerative-colitis/ulcerative-colitis/e73246b9-b6a1-4465-81b8-fc6e7990ec79.jpg,ulcerative-colitis,4,02786.jpg
Kvasir v2/normal-cecum/normal-cecum/0ab26ff5-3161-4a17-bcf4-95663033af0a.jpg,normal-cecum,1,02787.jpg
Kvasir v2/dyed-lifted-polyps/dyed-lifted-polyps/0a7ece5b-caaa-496e-9e6e-0c7eab171527.jpg,dyed-lifted-polyps,3,02788.jpg
Kvasir v2/normal-cecum/normal-cecum/a9d8b5a4-8a9b-47e7-ad10-01e52e351216.jpg,normal-cecum,1,02789.jpg
Kvasir v2/dyed-lifted-polyps/dyed-lifted-polyps/caaf47c0-65c5-4189-8643-e180eb3aa9b7.jpg,dyed-lifted-polyps,3,02790.jpg
Kvasir v2/polyps/polyps/2e27cdb5-5f92-4b8b-bda3-175883b86762.jpg,polyps,2,02791.jpg
Kvasir v2/normal/normal/ad6e81a8-2652-4ea2-af24-fa5e69b13e79.jpg,normal,8,02792.jpg
Kvasir v2/esophagitis/esophagitis/01f092a2-fccb-49f6-af06-8351c8bb47f1.jpg,esophagitis,7,02793.jpg
Kvasir v2/ulcerative-colitis/ulcerative-colitis/fad11dc4-72bc-4053-a329-4330e402c72b.jpg,ulcerative-colitis,4,02794.jpg
Kvasir v2/esophagitis/esophagitis/a1cb7a98-420e-4bfc-a33d-2f6210710d87.jpg,esophagitis,7,02795.jpg
Kvasir v2/normal-cecum/normal-cecum/5477d1bd-9223-4850-a23e-3012516ec937.jpg,normal-cecum,1,02796.jpg
Kvasir v2/dyed-resection-margins/dyed-resection-margins/21c51679-81ca-4eea-9168-dcbaa6b8f3c6.jpg,dyed-resection-margins,5,02797.jpg
Kvasir v2/normal/normal/fdb276a5-6a7a-44e0-84e9-dee064745526.jpg,normal,8,02798.jpg
Kvasir v2/esophagitis/esophagitis/01a57b1a-780f-4e52-9f94-291c2982154d.jpg,esophagitis,7,02799.jpg
Kvasir v2/normal-cecum/normal-cecum/8e5d6f5f-0f0c-4ac9-9a5d-ff3278136ae3.jpg,normal-cecum,1,02800.jpg
Kvasir v2/ulcerative-colitis/ulcerative-colitis/663afdb6-38bb-450c-9f53-a5273c46ea77.jpg,ulcerative-colitis,4,02801.jpg
Kvasir v2/polyps/polyps/604b728d-53d0-458d-b69f-546792011684.jpg,polyps,2,02802.jpg
Kvasir v2/normal/normal/2da4fb09-672c-405f-b0df-93772fc3d19c.jpg,normal,8,02803.jpg
Kvasir v2/esophagitis/esophagitis/48ea43aa-0e90-421c-a0ff-807b5a136d04.jpg,esophagitis,7,02804.jpg
Kvasir v2/ulcerative-colitis/ulcerative-colitis/64fe0dbe-3068-40a6-b148-b315b5078bbf.jpg,ulcerative-colitis,4,02805.jpg
Kvasir v2/normal-pylorus/normal-pylorus/be442780-5c25-4af7-ba31-4adbc82621ab.jpg,normal-pylorus,6,02806.jpg
Kvasir v2/normal-pylorus/normal-pylorus/76c355ff-9e51-4313-b031-3f2131f8d911.jpg,normal-pylorus,6,02807.jpg
Kvasir v2/esophagitis/esophagitis/d611c897-b556-4a54-8a48-0d7d322e9913.jpg,esophagitis,7,02808.jpg
Kvasir v2/ulcerative-colitis/ulcerative-colitis/08e74a2b-207d-437f-9666-e328107de218.jpg,ulcerative-colitis,4,02809.jpg
Kvasir v2/normal-cecum/normal-cecum/20b20207-ca2e-43e3-8b3f-425717e2ff27.jpg,normal-cecum,1,02810.jpg
Kvasir v2/dyed-lifted-polyps/dyed-lifted-polyps/82398d32-6a1c-428f-8a9e-a4d308a8a9c4.jpg,dyed-lifted-polyps,3,02811.jpg
Kvasir v2/dyed-lifted-polyps/dyed-lifted-polyps/48cc3f35-fced-4e01-a4d5-ad5f300657a3.jpg,dyed-lifted-polyps,3,02812.jpg
Kvasir v2/normal-cecum/normal-cecum/98df6a55-25ea-4387-a61b-815c623916bf.jpg,normal-cecum,1,02813.jpg
Kvasir v2/dyed-lifted-polyps/dyed-lifted-polyps/382d6544-19e2-4bdf-a9bd-657a81f199d6.jpg,dyed-lifted-polyps,3,02814.jpg
Kvasir v2/ulcerative-colitis/ulcerative-colitis/7295cabf-03fb-420a-acc8-8686070fd8a1.jpg,ulcerative-colitis,4,02815.jpg
Kvasir v2/dyed-resection-margins/dyed-resection-margins/90de85f8-0664-4902-86c6-d7f84fa5fb44.jpg,dyed-resection-margins,5,02816.jpg
Kvasir v2/dyed-lifted-polyps/dyed-lifted-polyps/2a9ff8dc-9def-4626-9d23-70b23e3e042e.jpg,dyed-lifted-polyps,3,02817.jpg
Kvasir v2/ulcerative-colitis/ulcerative-colitis/5535dbed-1db3-42d2-ac7f-2161a5718eab.jpg,ulcerative-colitis,4,02818.jpg
Kvasir v2/normal-cecum/normal-cecum/20891273-a446-412b-b878-32fedad492e0.jpg,normal-cecum,1,02819.jpg
Kvasir v2/dyed-resection-margins/dyed-resection-margins/386c1e54-286f-46e0-80a2-c9c5d1fd7d70.jpg,dyed-resection-margins,5,02820.jpg
Kvasir v2/polyps/polyps/109bb193-f932-4400-a78c-a45cc23a8e56.jpg,polyps,2,02821.jpg
Kvasir v2/esophagitis/esophagitis/4d0196af-b603-4495-b5f3-e88d3f55da81.jpg,esophagitis,7,02822.jpg
Kvasir v2/normal/normal/60ed2a0c-77ed-433d-a51e-319a2a384b76.jpg,normal,8,02823.jpg
Kvasir v2/dyed-lifted-polyps/dyed-lifted-polyps/b1f5cb7f-8f6d-43c2-a408-2cf5a062f80b.jpg,dyed-lifted-polyps,3,02824.jpg
Kvasir v2/normal/normal/22a060e5-dda2-4ec0-9d43-54d37d8538b3.jpg,normal,8,02825.jpg
Kvasir v2/normal/normal/1921043a-db5a-49e5-a5be-2b74ca7d35a4.jpg,normal,8,02826.jpg
Kvasir v2/dyed-lifted-polyps/dyed-lifted-polyps/de41f571-7a1c-4ee8-a2c7-de01febba489.jpg,dyed-lifted-polyps,3,02827.jpg
Kvasir v2/normal-cecum/normal-cecum/39e2a70e-f870-4016-99d4-7d56e2f6bb61.jpg,normal-cecum,1,02828.jpg
Kvasir v2/esophagitis/esophagitis/ba78e137-1ec8-4147-8063-f1a4a3366667.jpg,esophagitis,7,02829.jpg
Kvasir v2/dyed-resection-margins/dyed-resection-margins/09e7389d-4965-4dd5-a781-f396d8cd87c2.jpg,dyed-resection-margins,5,02830.jpg
Kvasir v2/polyps/polyps/a5165759-a282-4107-99a7-ac5b84f656c5.jpg,polyps,2,02831.jpg
Kvasir v2/normal-cecum/normal-cecum/b90dc70a-2775-457e-9620-cca840f8c49b.jpg,normal-cecum,1,02832.jpg
Kvasir v2/polyps/polyps/5aaa1497-b561-4c9c-ba24-15723c5a792a.jpg,polyps,2,02833.jpg
Kvasir v2/normal-pylorus/normal-pylorus/e7863b31-857d-4717-9685-e863a0987289.jpg,normal-pylorus,6,02834.jpg
Kvasir v2/polyps/polyps/0f14b105-4cad-4ca5-a43a-796cded9f07e.jpg,polyps,2,02835.jpg
Kvasir v2/polyps/polyps/40487a26-1975-4d8d-bf8e-728e82bf7416.jpg,polyps,2,02836.jpg
Kvasir v2/polyps/polyps/561e992a-cb46-4e20-b959-be6fb0f8c481.jpg,polyps,2,02837.jpg
Kvasir v2/normal-pylorus/normal-pylorus/56deb6d2-5377-445a-81b7-f610c7f6ccf9.jpg,normal-pylorus,6,02838.jpg
Kvasir v2/polyps/polyps/b5229965-62ae-46bb-823b-805f41602a93.jpg,polyps,2,02839.jpg
Kvasir v2/esophagitis/esophagitis/fdc184a4-f124-4a38-9602-1b8e1c7227a1.jpg,esophagitis,7,02840.jpg
Kvasir v2/normal/normal/aede2935-0485-4369-895e-0e28070ca9cd.jpg,normal,8,02841.jpg
Kvasir v2/dyed-lifted-polyps/dyed-lifted-polyps/89ddddc5-191e-4224-85bc-6d4416621df4.jpg,dyed-lifted-polyps,3,02842.jpg
Kvasir v2/normal/normal/d5f6f0e5-98e7-4a33-8f90-dd6a2f2e9a51.jpg,normal,8,02843.jpg
Kvasir v2/dyed-resection-margins/dyed-resection-margins/45e824ea-fbfe-4bee-bb9b-74ef70e071bb.jpg,dyed-resection-margins,5,02844.jpg
Kvasir v2/normal/normal/09d74a84-f04c-4a95-9773-cf0716eb33a2.jpg,normal,8,02845.jpg
Kvasir v2/esophagitis/esophagitis/9946a997-9246-4892-a485-2878e315ccfd.jpg,esophagitis,7,02846.jpg
Kvasir v2/normal-cecum/normal-cecum/151d13bb-d8c3-4a35-954d-25ffd09bc591.jpg,normal-cecum,1,02847.jpg
Kvasir v2/normal-pylorus/normal-pylorus/5eba90fb-9645-4ac7-bdcb-21d067f0272e.jpg,normal-pylorus,6,02848.jpg
Kvasir v2/normal-pylorus/normal-pylorus/cb93cf0b-5c80-4213-9de6-fe98270ec12d.jpg,normal-pylorus,6,02849.jpg
Kvasir v2/esophagitis/esophagitis/ee9948d8-36f7-47b8-9424-999071cc0c7a.jpg,esophagitis,7,02850.jpg
Kvasir v2/normal/normal/cba5a487-cc88-42b9-9e72-3d1234e5b41a.jpg,normal,8,02851.jpg
Kvasir v2/esophagitis/esophagitis/3638fb40-a662-47e5-9945-0dee7e1db513.jpg,esophagitis,7,02852.jpg
Kvasir v2/normal-pylorus/normal-pylorus/b433a9c0-8b22-41f0-8f5c-29212d090338.jpg,normal-pylorus,6,02853.jpg
Kvasir v2/polyps/polyps/c1b0305d-7863-4a79-8ea1-f290e5dcf295.jpg,polyps,2,02854.jpg
Kvasir v2/ulcerative-colitis/ulcerative-colitis/7c32871e-e108-4f02-8a93-bbb06bf5bd6e.jpg,ulcerative-colitis,4,02855.jpg
Kvasir v2/polyps/polyps/80a0585e-bee1-4e9a-93c4-895fc3499561.jpg,polyps,2,02856.jpg
Kvasir v2/dyed-lifted-polyps/dyed-lifted-polyps/8a99392b-55cb-4de4-913b-486fbffc5687.jpg,dyed-lifted-polyps,3,02857.jpg
Kvasir v2/dyed-lifted-polyps/dyed-lifted-polyps/0a693b92-89c9-48ea-9ad8-dc1d2f84aaca.jpg,dyed-lifted-polyps,3,02858.jpg
Kvasir v2/esophagitis/esophagitis/4c3db910-ff52-45e3-b8f1-6957cd88e11e.jpg,esophagitis,7,02859.jpg
Kvasir v2/esophagitis/esophagitis/79327bea-beb4-4dab-938c-960c1e130d60.jpg,esophagitis,7,02860.jpg
Kvasir v2/polyps/polyps/4016839e-95ec-489f-a620-e65746f140b5.jpg,polyps,2,02861.jpg
Kvasir v2/esophagitis/esophagitis/18373b9c-6ba7-40d9-85be-3eef546664e6.jpg,esophagitis,7,02862.jpg
Kvasir v2/ulcerative-colitis/ulcerative-colitis/fb530592-4c37-40ac-bdc5-9c0d9bb25ad3.jpg,ulcerative-colitis,4,02863.jpg
Kvasir v2/normal/normal/d76af87a-65b2-4b72-a85c-fde19d5d2301.jpg,normal,8,02864.jpg
Kvasir v2/dyed-lifted-polyps/dyed-lifted-polyps/512ee76f-9cfd-4af3-ab7f-1bb442046162.jpg,dyed-lifted-polyps,3,02865.jpg
Kvasir v2/ulcerative-colitis/ulcerative-colitis/a9ff108d-0bd1-4dde-a268-9055fdd2b1cf.jpg,ulcerative-colitis,4,02866.jpg
Kvasir v2/polyps/polyps/9aef9b45-96a5-4ab2-9aa2-955bc2814ddd.jpg,polyps,2,02867.jpg
Kvasir v2/dyed-lifted-polyps/dyed-lifted-polyps/3123f0af-f16e-47f7-b5aa-4e47f06c2b95.jpg,dyed-lifted-polyps,3,02868.jpg
Kvasir v2/normal-pylorus/normal-pylorus/e4eff3f1-b77f-41ab-8441-aba21a58bb4e.jpg,normal-pylorus,6,02869.jpg
Kvasir v2/ulcerative-colitis/ulcerative-colitis/081620c9-4ac3-4014-a940-4bdd02853e02.jpg,ulcerative-colitis,4,02870.jpg
Kvasir v2/ulcerative-colitis/ulcerative-colitis/2293c4ba-1612-40a4-a69b-ad8c63b2393e.jpg,ulcerative-colitis,4,02871.jpg
Kvasir v2/normal-pylorus/normal-pylorus/b48d3725-9695-46a9-b5da-b0e21269c8a0.jpg,normal-pylorus,6,02872.jpg
